BluetoothAddress,DeviceId,AccountId,ActivationThreshold,AdvertisingDurationInMilliseconds,AdvertisingIntervalInMilliseconds,IsAutotuneEnabled,BatterySenseIntervalInSeconds,BatteryVoltage,BatteryVoltageThreshold,DisplayName,MagnitudeRMSInMilliGThreshold,FirmwareVersion,GatewayIMEI,HighTemperatureAlarmThresholdInCelsius,IsBatteryGood,IsConnected,IsHighTemperatureAlarmEnabled,IsIndefiniteAdvertisingEnabled,IsInSyncWithPortal,IsLongRangeModeEnabled,IsLowTemperatureAlarmEnabled,IsSensorOfflineAlarmEnabled,LastSeenUtc,Latitude,Longitude,LowTemperatureAlarmThresholdInCelsius,MissedHeartbeatMultiple,NotifyBCExtension,OutputDataRate,ProvisioningState,Scale,SensorAssetTypeId,SensorModelId,SiteId,TemperatureSenseIntervalInSeconds,IsMotionAlarmEnabled,IsLowBatteryAlarmEnabled,IsVibrationSampleEnabled,VibrationIntervalInSeconds,IsVibrationAlarmEnabled,VibrationAlarmThresholdInMilliG,Description,IsLeakAlarmEnabled,LevelReferenceInMillimeters,LeakAlarmLevelThresholdInMillimeters
A1B2C3085219,MA1-999918,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-999918,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,52:19.1,54.10101326,-116.61348,-40,2,1,5,1,1,14,1,7ee16989-d9bf-40df-9d9e-696209cf11a9,600,1,0,0,0,0,0,,0,0,0
A1B2C3132125,MA1-JamesTest1,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,30,15000,1000,0,600,3,2,MA1-JamesTest1,960,FAUX,1.23457E+14,85,1,0,1,1,0,1,1,0,21:25.2,49.28390123,-123.1277251,-40,2,1,5,1,1,16,1,b22ec7e5-036b-4303-b2e0-fc7fef238668,900,1,0,0,0,0,0,,0,100,0
A1B2C3144846,,,30,15000,1000,0,600,3,2,,960,FAUX,,85,1,1,0,1,1,1,1,0,48:47.0,,,-40,2,1,5,1,1,14,1,,600,1,0,0,0,0,0,,0,0,0
A1B2C3163112,MA1-99911,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99911,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:12.7,49.62266507,-123.2045715,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163114,MA1-99912,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99912,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:14.3,49.62285648,-123.2042783,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163115,MA1-99913,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99913,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:15.9,49.62255111,-123.2043979,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163117,MA1-99914,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99914,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:17.1,49.62272498,-123.2040483,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163118,MA1-99915,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99915,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:18.3,49.62242253,-123.2042039,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163119,MA1-99916,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99916,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:19.6,49.62265631,-123.203958,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163120,MA1-99917,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99917,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:20.9,49.62234216,-123.2040505,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163121,MA1-99918,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99918,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:21.9,49.62251312,-123.203737,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163122,MA1-99919,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99919,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:23.0,49.62222819,-123.2038949,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163124,MA1-99920,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99920,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,31:24.2,49.62248535,-123.2035814,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163612,MA1-99921,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99921,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,36:12.5,49.62291639,-123.2036964,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163613,MA1-99922,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99922,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,36:13.1,49.622912,-123.2036851,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163615,MA1-99924,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99924,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,36:15.1,49.62277027,-123.2034709,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163617,MA1-99926,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99926,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,36:17.7,49.62269181,-123.2030157,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163619,MA1-99927,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99927,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,36:19.1,49.62322925,-123.2032304,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163620,MA1-99928,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99928,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,36:20.6,49.62335262,-123.2029542,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163621,MA1-99929,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99929,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,36:21.8,49.62329702,-123.203099,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163623,MA1-99930,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99930,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,36:23.5,49.62209384,-123.2037781,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163803,MA1-99931,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99931,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:03.9,49.62355605,-123.2007599,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163804,MA1-99932,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99932,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:04.7,49.62352303,-123.2006446,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163805,MA1-99933,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99933,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:05.9,49.62339619,-123.2007425,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163806,MA1-99934,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99934,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:06.8,49.62326066,-123.2008457,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163807,MA1-99935,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99935,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:07.8,49.62346743,-123.2004675,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163808,MA1-99936,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99936,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:08.7,49.62360122,-123.2005467,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163809,MA1-99937,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99937,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:09.3,49.62373675,-123.2003173,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163810,MA1-99938,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99938,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:10.3,49.62343355,-123.2013701,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163811,MA1-99939,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99939,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:11.2,49.62354475,-123.2013594,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163812,MA1-99940,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99940,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,38:12.1,49.62337296,-123.2043832,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163945,MA1-99950,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99950,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,39:45.4,49.62160998,-123.2031461,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163946,MA1-99952,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99952,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,39:46.4,49.62223019,-123.2004895,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163947,MA1-99954,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99954,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,39:47.4,49.62234694,-123.1998356,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163948,MA1-99956,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99956,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,39:48.7,49.62253446,-123.2027977,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163949,MA1-99957,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99957,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,39:49.2,49.62311185,-123.2046776,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3163950,MA1-99959,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-99959,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,39:50.5,49.6236715,-123.2051265,-40,2,0,5,1,1,14,1,3301e82c-eae7-470f-9644-d2097bc45ba5,600,1,0,0,0,0,0,,0,0,0
A1B2C3181748,MA1-65291,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65291,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:48.9,27.53784755,-106.3333732,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3181749,MA1-65292,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65292,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:49.8,27.5378301,-106.3335403,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3181751,MA1-65293,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65293,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:51.1,27.53750216,-106.3335024,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3181752,MA1-65294,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65294,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:52.2,27.53728185,-106.3334948,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3181753,MA1-65295,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65295,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:53.3,27.53695368,-106.3334315,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3181754,MA1-65296,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65296,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:54.3,27.53752566,-106.3328316,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3181756,MA1-65297,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65297,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:56.0,27.53787365,-106.3324527,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3181757,MA1-65298,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65298,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:57.5,27.53822963,-106.3320828,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3181759,MA1-65299,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65299,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,17:59.2,27.53802964,-106.3338285,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182006,MA1-65212,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65212,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,20:06.1,27.53888161,-106.3314377,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182007,MA1-65214,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65214,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,20:07.7,27.53968957,-106.3305942,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182008,MA1-65215,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65215,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,20:08.6,27.53977234,-106.3301842,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182009,MA1-65216,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65216,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,20:10.0,27.53973726,-106.3300038,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182010,MA1-65217,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65217,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,20:10.8,27.53789204,-106.3343821,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182012,MA1-65218,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65218,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,20:12.1,27.53794931,-106.3345296,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182013,MA1-65219,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65219,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,20:13.6,27.53919681,-106.333933,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182155,MA1-65123,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65123,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,21:55.2,27.54206685,-106.3326122,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182156,MA1-65125,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65125,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,21:56.5,27.54189486,-106.3323269,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182157,MA1-65126,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65126,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,21:57.1,27.54189986,-106.3327318,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182158,MA1-65128,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65128,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,21:58.3,27.54170388,-106.3324735,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3182159,MA1-65122,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,MA1-65122,960,FAUX,1.23457E+14,85,1,1,0,1,1,1,1,0,21:59.6,27.54259946,-106.332329,-40,2,0,5,1,1,14,1,833e3d25-338e-402d-bcd8-6222f907e537,600,1,0,0,0,0,0,,0,0,0
A1B2C3D4E500,MA1-99000,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,Ammonia Valve 07,960,,,85,1,1,0,1,0,1,0,0,,43.61602858,-88.54231754,-40,2,1,5,1,1,14,1,e5c835eb-eb58-ef11-bfe3-6045bd5b9e30,600,0,0,0,0,0,0,,0,0,0
A1B2C3D4E501,MA1-99001,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,Ammonia Valve 10,960,,,85,1,1,0,1,0,1,0,0,,43.61586614,-88.54232656,-40,2,1,5,1,1,14,1,e5c835eb-eb58-ef11-bfe3-6045bd5b9e30,600,0,0,0,0,0,0,,0,0,0
A1B2C3D4E502,MA1-99002,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,Ammonia Valve 09,960,,,85,1,1,0,1,0,1,0,0,,43.61568296,-88.54233826,-40,2,1,5,1,1,14,1,e5c835eb-eb58-ef11-bfe3-6045bd5b9e30,600,0,0,0,0,0,0,,0,0,0
A1B2C3D4E503,MA1-99003,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,Ammonia Valve 08,960,,,85,1,1,0,1,0,1,0,0,,43.61551673,-88.54233388,-40,2,1,5,1,1,14,1,e5c835eb-eb58-ef11-bfe3-6045bd5b9e30,600,0,0,0,0,0,0,,0,0,0
A1B2C3D4E504,MA1-99004,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,Ammonia Valve 06,960,,,85,1,1,0,1,0,1,0,0,,43.61559147,-88.54249817,-40,2,1,5,1,1,14,1,e5c835eb-eb58-ef11-bfe3-6045bd5b9e30,600,0,0,0,0,0,0,,0,0,0
A1B2C3D4E505,MA1-99005,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,Ammonia Valve 05,960,,,85,1,1,0,1,1,1,0,0,,43.61577253,-88.54249817,-20,2,1,5,1,1,14,1,e5c835eb-eb58-ef11-bfe3-6045bd5b9e30,600,0,0,0,0,0,0,,0,0,0
A1B2C3D4E506,MA1-99006,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,15000,1000,0,600,3,2,Ammonia Valve 04,960,,,85,1,1,0,1,0,1,0,0,,43.61589006,-88.5424894,-40,2,1,5,1,1,14,1,e5c835eb-eb58-ef11-bfe3-6045bd5b9e30,600,0,0,0,0,0,0,,0,0,0
A707544980DC,MA1-00307,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,30,15000,1000,0,0,2,2,MA1-00307,960,1.0.1,3.5125E+14,10,1,1,1,1,1,0,1,1,36:59.0,49.28794206,-123.1222505,0,2,1,5,0,1,32,1,F377233F-3176-43D7-81D9-31879071746D,120,1,0,0,3600,0,0,test test,0,0,0
AAD9621B13D6,MA1-00023,85a8fb3b-d064-eb11-a812-000d3a09c0c9,30,4000,1000,0,900,2,2,Separator 6 Drive Motor,960,1.0.8,3.5125E+14,24,1,1,1,0,1,1,1,1,44:23.0,41.11695256,-100.7181028,-5,2,1,5,0,1,25,1,6c19ff5a-27ce-4335-b545-96086e08f42d,300,0,0,1,3600,1,13500,Monitoring Temperature and Vibration on the Line 6 Separator drive motor,0,0,0
AD4BDC5EDFFE,MA1-00018,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,30,15000,1000,0,1800,2,2,MA1-00018,960,1.0.1,3.5125E+14,85,1,0,0,1,1,1,0,0,49:46.0,48.36,-123.5,-40,2,0,5,0,1,,1,b5f34ea9-da8a-ed11-81ad-002248d51dac,900,0,0,0,3600,0,0,,0,100,0
B3A88203A3F8,MA1-01266,55a0919b-3a7c-ef11-ac20-0022483c4e5c,50,15000,1000,0,3600,2,2,HP02 - Compressor,1600,1.0.1,3.5125E+14,85,1,1,1,0,1,1,1,1,28:56.0,49.28179532,-123.1296185,-40,2,0,5,0,1,15,1,2527DD52-F661-42B9-A391-F6042DDAB716,1200,0,0,0,3600,0,0,,0,0,0
B6712CC50DEC,BTAT0060,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,30,15000,1000,0,0,3,2,Physical Sensor,960,1.0.6,3.58244E+14,85,1,1,0,1,1,1,0,0,08:27.0,49.27484688,-123.1341112,-40,2,0,5,0,1,,1,b22ec7e5-036b-4303-b2e0-fc7fef238668,900,0,0,0,3600,0,0,,0,100,0
B681E96530FC,MA1-00021,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,30,15000,1000,1,1020,2,3,Billy Sensor,960,1.0.5,3.5125E+14,80,1,0,1,1,0,1,1,1,17:31.0,49.27970876,-123.1157229,40,2,0,5,0,1,17,1,3353d396-b043-ef11-a316-6045bd5b9e30,1200,1,0,1,3600,1,1000,Billy Sensor1,0,100,0
B681E96530FC1,MA1-9999991,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 1,100,1.0.1,3.5125E+14,85,1,0,1,0,1,1,1,1,,49.28022446,-123.1162315,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,1,0,0,0,1,0,,0,100,0
B681E96530FC10,MA1-99999910,b1a7a54e-fd59-ec11-8f8e-000d3a09c7d0,35,15400,1000,1,1800,2,3.7,Sensor 10,100,1.0.1,3.5125E+14,85,1,0,1,0,1,1,1,1,,49.28112446,-123.1162135,-20,3,0,50,1,1,25,1,c919ac83-b043-ef11-a316-6045bd5bc919,600,0,0,0,0,0,0,,0,100,0
