No.,No. 2,Vendor Asset No.,Description,Virtual Asset,Status Code,Condition Code,Active,Critical,Category Code,Type,Manufacturer Code,Model Number,Serial Number,Parent No.,Parent Description,Person/Group Responsible,Notes,Favorite,Open Form Exists,Risk Assessment No.,Max Handout Time (days),In Use,Handed To,Asset Location Code,Asset Location Name,Asset Responsibility Center,Asset Location Address,Asset Location County,Asset Location Country/Region Code,Disable Location Inheritance,Certification Authority,Static Coordinates,Latitude,Longitude,Level,On Transfer Order,In Transit,Installation Date,Lifetime (Years),Expected End Of Life Date,Warranty No.,Warranty Expiration Date,Expiry Notification Date,Warranty Counter Category,Warranty Counter Limit,Warranty Counter Notification Threshold,Number Of Warranties,During Replacement,Replacement Work Order No.,Replacement Asset No.,Connected to Type,Connected to No.,Gen. Bus. Posting Group,Expected Maintenance Strategy,Estimated Cost (h),Ownership Code,Acquisition Date,Acquisition Cost,Current Value,Replacement Cost,Insurance Policy
3660-BX-12,,,Carbon Fines Feed Pumpbox,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3660-CH-07,,,Carbon Attrition Tank Feed Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3660-FD-05,,,Carbon Attrition Bag Breaker,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3660-PP-06,,,Carbon Attrition Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3660-PP-10,,,Carbon Fines Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3660-PP-11,,,Carbon Fines Water Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3660-PP-13,,,Carbon Fines Feed Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3660-TK-02,,,Carbon Attrition Tank,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3660-TK-08,,,Carbon Fines Tank,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3660,Carbon Addition and Carbon Fines,,,False,False,,0,False,,GOLD RECOVERY & CARB,Gold Recovery & Carbon Regeneration,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3700,,,Tailings Thickener - (Cost Centre 206),True,OPERATING,,True,False,MECHANICAL,Asset,,,,,,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710,,,Tailings Thickener,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3700,Tailings Thickener - (Cost Centre 206),,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-BX-04,,,Tailings Thickener Feed Box,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-BX-35,,,Tailings Pumpbox,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-EF-16,,,Tailings Thickener Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-FN-48,,,Air Blast Cooler,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-FW-22,,,Feed Well,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-HD-27,,,Tailings Thickener Hydraulic Power Pack Drive,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-HT-17,,,Tailings Thickener Unit Heater No. 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-HT-18,,,Tailings Thickener Unit Heater No. 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-HT-19,,,Tailings Thickener Louvre No. 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-HT-20,,,Tailings Thickener Louvre No. 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-HT-44,,,Hydraulic Oil Heater No. 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-HT-46,,,Hydraulic Oil Heater No. 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-HY-26,,,Tailings Thickener Hydraulic Power Pack,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-PP-13,,,Tailings Thickener O/F Pump,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-PP-14,,,Tailings Thickener Area Sump Pump,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-PP-24,,,Auto Dilution Pump,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-PP-28,,,Tailings Underflow Pump No.1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-PP-29,,,Tailings Underflow Pump No.2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,V belt 5VX 810 (X3),False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-PP-30,,,Tailings Pump No.1,False,OPERATING,GREEN TAG,True,True,MECHANICAL,Asset,,,,3710,Tailings Thickener,,V belt 5VX 830,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-PP-31,,,Tailings Pump No.2,False,OPERATING,GREEN TAG,True,True,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-PP-33,,,Tailings Booster Pump,False,WO READY,WO READY,True,True,MECHANICAL,Asset,,,,3710,Tailings Thickener,,V belt 5VX 830 (X4),False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-SA-36,,,Final Tailings Sampler,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-TH-06,,,Tailings Thickener,False,WO READY,WO READY,True,True,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-TH-08,,,Tailings Thickener Rake,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3710-TK-15,,,Tailings Thickener O/F Tank,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3710,Tailings Thickener,,,False,False,,0,False,,TAILINGS THICKENER,Tailings Thickener,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3800,,,Cyanide Destruction & Tails Pumping - (Cost Centre 211),True,OPERATING,,True,False,MECHANICAL,Asset,,,,,,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810,,,Cyanide Destruction,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3800,Cyanide Destruction & Tails Pumping - (Cost Centre 211),,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-AG-10,,,Cyanide Destruction Tank No.1 Agitator ,False,OPERATING,GREEN TAG,True,True,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-AG-14,,,Cyanide Destruction Tank No.2 Agitator,False,OPERATING,GREEN TAG,True,True,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-BX-06,,,Cyanide Destruction Feed Box,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-MS-11,,,Cyanide Destruction Tank No.1 Cone,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-MS-15,,,Cyanide Destruction Tank No.2 Cone,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-PP-20,,,Cyanide Destruction Area Sump Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-SF-22,,,Cyanide Destruction Safety Shower and Eyewash Station,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-TK-08,,,Cyanide Destruction Tank No.1,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3810-TK-12,,,Cyanide Destruction Tank No.2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3810,Cyanide Destruction,,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3820,,,Tailings Pumping,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3800,Cyanide Destruction & Tails Pumping - (Cost Centre 211),,,False,False,,0,False,,CYANIDE DESTRUCTION,Cyanide Destruction & Tails Pumping,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3900,,,Plant Building & Services - (Cost Centre 215),True,OPERATING,,True,False,MECHANICAL,Asset,,,,,,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910,,,Process Water System,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3900,Plant Building & Services - (Cost Centre 215),,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-BX-40,,,Distribution Box,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-PP-26,,,Process Water Pump No.1,False,OPERATING,GREEN TAG,True,True,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-PP-27,,,Process Water Pump No.2,False,OPERATING,GREEN TAG,True,True,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-PP-38,,,Carbon Forwarding Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-TK-02,,,Reclaim Water Tank,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-TK-24,,,Process Water Tank,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-TK-28,,,Carbon Column No. 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-TK-30,,,Carbon Column No. 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-TK-32,,,Carbon Column No. 3,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-TK-34,,,Carbon Column No. 4,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3910-TK-36,,,Carbon Column No. 5,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3910,Process Water System,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920,,,Plant Air Systems,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3900,Plant Building & Services - (Cost Centre 215),,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-BD-70,,,Oxygen Generator Room Backdraft Damper,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-BD-71,,,Oxygen Generator Room Backdraft Damper,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-BD-72,,,Oxygen Generator Room Backdraft Damper,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-BD-73,,,Oxygen Generator Room Backdraft Damper,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-BL-30,,,Generator No. 1 Blower,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-BL-36,,,Generator No. 2 Blower,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-BL-42,,,Generator No. 3 Blower,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-BL-48,,,Generator No. 4 Blower,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-02,,,Process Air Compressor No.1,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-04,,,Process Air Compressor No.2,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-24,,,Process Air Compressor No.3,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-26,,,Instrument Air Compressor No.1,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-27,,,Instrument Air Compressor No.2,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-34,,,Generator No. 1 Compressor,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-40,,,Generator No. 2 Compressor,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-46,,,Generator No. 3 Compressor,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-CM-52,,,Generator No. 4 Compressor,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-DR-12,,,Instrument Air Dryer,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-EF-54,,,Oxygen Generator Room Cooling Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-FN-31,,,Generator No. 1 Cooling Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-FN-37,,,Generator No. 2 Cooling Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3920-FN-43,,,Generator No. 3 Cooling Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3920,Plant Air Systems,,,False,False,,0,False,,PLANT BUILDING & SER,Plant Building & Services,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
